SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily River Water Discharge (m3/sec)
25299,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,30-03-2016 08:00,0
25300,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,31-03-2016 08:00,0
25301,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,31-03-2016 08:00,0
25302,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,01-04-2016 08:00,0
25303,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,01-04-2016 08:00,0
25304,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,02-04-2016 08:00,0
25305,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,02-04-2016 08:00,0
25306,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,03-04-2016 08:00,0
25307,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,03-04-2016 08:00,0
25308,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,04-04-2016 08:00,0
25309,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,04-04-2016 08:00,0
25310,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,05-04-2016 08:00,0
25311,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,05-04-2016 08:00,0
25312,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,06-04-2016 08:00,0
25313,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,06-04-2016 08:00,0
25314,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,07-04-2016 08:00,0
25315,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,07-04-2016 08:00,0
25316,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,08-04-2016 08:00,0
25317,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,08-04-2016 08:00,0
25318,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,09-04-2016 08:00,0
25319,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,09-04-2016 08:00,0
25320,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,10-04-2016 08:00,0
25321,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,10-04-2016 08:00,0
25322,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,11-04-2016 08:00,0
25323,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,11-04-2016 08:00,0
25324,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,12-04-2016 08:00,0
25325,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,12-04-2016 08:00,0
25326,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,13-04-2016 08:00,0
25327,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,13-04-2016 08:00,0
25328,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,14-04-2016 08:00,0
25329,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,14-04-2016 08:00,0
25330,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,15-04-2016 08:00,0
25331,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,15-04-2016 08:00,0
25332,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,16-04-2016 08:00,0
25333,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,16-04-2016 08:00,0
25334,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,17-04-2016 08:00,0
25335,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,17-04-2016 08:00,0
25336,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,18-04-2016 08:00,0
25337,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,18-04-2016 08:00,0
25338,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,19-04-2016 08:00,0
25339,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,19-04-2016 08:00,0
25340,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,20-04-2016 08:00,0
25341,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,20-04-2016 08:00,0
25342,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,21-04-2016 08:00,0
25343,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,21-04-2016 08:00,0
25344,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,22-04-2016 08:00,0
25345,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,22-04-2016 08:00,0
25346,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,23-04-2016 08:00,0
25347,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,23-04-2016 08:00,0
25348,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,24-04-2016 08:00,0
25349,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,24-04-2016 08:00,0
25350,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,25-04-2016 08:00,0
25351,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,25-04-2016 08:00,0
25352,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,26-04-2016 08:00,0
25353,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,26-04-2016 08:00,0
25354,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,27-04-2016 08:00,0
25355,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,27-04-2016 08:00,0
25356,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,28-04-2016 08:00,0
25357,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,28-04-2016 08:00,0
25358,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,29-04-2016 08:00,0
25359,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,29-04-2016 08:00,0
25360,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,30-04-2016 08:00,0
25361,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,30-04-2016 08:00,0
25362,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,01-05-2016 08:00,0
25363,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,01-05-2016 08:00,0
25364,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,02-05-2016 08:00,0
25365,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,02-05-2016 08:00,0
25366,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,03-05-2016 08:00,0
25367,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,03-05-2016 08:00,0
25368,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,04-05-2016 08:00,0
25369,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,04-05-2016 08:00,0
25370,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,05-05-2016 08:00,0
25371,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,05-05-2016 08:00,0
25372,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,06-05-2016 08:00,0
25373,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,06-05-2016 08:00,0
25374,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,07-05-2016 08:00,0
25375,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,07-05-2016 08:00,0
25376,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,08-05-2016 08:00,0
25377,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,08-05-2016 08:00,0
25378,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,09-05-2016 08:00,0
25379,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,09-05-2016 08:00,0
25380,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,10-05-2016 08:00,0
25381,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,10-05-2016 08:00,0
25382,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,11-05-2016 08:00,0
25383,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,11-05-2016 08:00,0
25384,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,12-05-2016 08:00,0
25385,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,12-05-2016 08:00,0
25386,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,13-05-2016 08:00,0
25387,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,13-05-2016 08:00,0
25388,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,14-05-2016 08:00,0
25389,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,14-05-2016 08:00,0
25390,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,15-05-2016 08:00,0
25391,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,15-05-2016 08:00,0
25392,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,16-05-2016 08:00,0
25393,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,16-05-2016 08:00,0
25394,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,17-05-2016 08:00,0
25395,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,17-05-2016 08:00,0
25396,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,18-05-2016 08:00,0
25397,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,18-05-2016 08:00,0
25398,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,19-05-2016 08:00,0
25399,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,19-05-2016 08:00,0
25400,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,20-05-2016 08:00,0
25401,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,20-05-2016 08:00,0
25402,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,21-05-2016 08:00,0
25403,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,21-05-2016 08:00,0
25404,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,22-05-2016 08:00,0
25405,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,22-05-2016 08:00,0
25406,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,23-05-2016 08:00,0
25407,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,23-05-2016 08:00,0
25408,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,24-05-2016 08:00,0
25409,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,24-05-2016 08:00,0
25410,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,25-05-2016 08:00,0
25411,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,25-05-2016 08:00,0
25412,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,26-05-2016 08:00,0
25413,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,26-05-2016 08:00,0
25414,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,27-05-2016 08:00,0
25415,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,27-05-2016 08:00,0
25416,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,28-05-2016 08:00,0
25417,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,28-05-2016 08:00,0
25418,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,29-05-2016 08:00,0
25419,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,29-05-2016 08:00,0
25420,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,30-05-2016 08:00,0
25421,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,30-05-2016 08:00,0
25422,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,31-05-2016 08:00,0
25423,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,31-05-2016 08:00,0
25424,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,01-06-2016 08:00,0
25425,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,01-06-2016 08:00,0
25426,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,02-06-2016 08:00,0
25427,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,02-06-2016 08:00,0
25428,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,03-06-2016 08:00,0
25429,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,03-06-2016 08:00,0
