SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
2854,NTR Jalasayam,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.28000000,79.13000000,11-01-2026 15:00,0.5
2855,NTR Jalasayam,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.28000000,79.13000000,12-01-2026 10:00,0.5
2856,NTR Jalasayam,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.28000000,79.13000000,25-01-2026 21:00,0.5
2857,NTR Jalasayam,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.28000000,79.13000000,25-01-2026 22:00,0.5
2858,NTR Jalasayam,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.28000000,79.13000000,26-01-2026 04:00,0.5
2859,NTR Jalasayam,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.28000000,79.13000000,26-01-2026 18:00,1
2860,NTR Jalasayam,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.28000000,79.13000000,26-01-2026 19:00,1
2861,NTR Jalasayam,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.28000000,79.13000000,09-02-2026 10:00,34
2862,NTR Jalasayam,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.28000000,79.13000000,19-03-2026 00:00,5.5
2863,NTR Jalasayam,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.28000000,79.13000000,19-03-2026 01:00,6.5
2864,NTR Jalasayam,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.28000000,79.13000000,22-03-2026 12:00,20
2865,NTR Jalasayam,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.28000000,79.13000000,09-04-2026 21:00,0.5
2866,NTR Jalasayam,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.28000000,79.13000000,10-04-2026 01:00,0.5
2867,NTR Jalasayam,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.28000000,79.13000000,02-05-2026 01:00,0.5
2868,NTR Jalasayam,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.28000000,79.13000000,02-05-2026 01:00,0.5
2869,NTR Jalasayam,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.28000000,79.13000000,02-07-2026 21:00,0.5
2870,NTR Jalasayam,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.28000000,79.13000000,09-07-2026 22:00,0.5
2871,NTR Jalasayam,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.28000000,79.13000000,10-07-2026 09:00,0.5
2872,NTR Jalasayam,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.28000000,79.13000000,18-07-2026 21:00,0.5
2873,NTR Jalasayam,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.28000000,79.13000000,19-07-2026 00:00,0.5
2874,NTR Jalasayam,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.28000000,79.13000000,19-07-2026 16:00,0.5
2875,NTR Jalasayam,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.28000000,79.13000000,20-07-2026 20:00,0.5
2876,NTR Jalasayam,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.28000000,79.13000000,25-07-2026 04:00,0.5
2877,NTR Jalasayam,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.28000000,79.13000000,04-08-2026 19:00,0.5
2878,NTR Jalasayam,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.28000000,79.13000000,04-08-2026 21:00,0.5
2879,NTR Jalasayam,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.28000000,79.13000000,21-08-2026 01:00,0.5
2880,NTR Jalasayam,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.28000000,79.13000000,24-08-2026 02:00,0.5
2881,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,11-01-2026 01:00,0.5
2882,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,11-01-2026 02:00,0.5
2883,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,18-03-2026 00:00,0.5
2884,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,18-03-2026 02:00,0.5
2885,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,18-03-2026 07:00,0.5
2886,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,18-03-2026 13:00,0.5
2887,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,18-03-2026 19:00,0.5
2888,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,20-03-2026 00:00,0.5
2889,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,20-03-2026 00:00,0.5
2890,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,21-03-2026 05:00,0.5
2891,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,21-03-2026 05:00,0.5
2892,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,31-03-2026 17:00,0.5
2893,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,01-04-2026 05:00,0.5
2894,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,28-04-2026 18:00,96
2895,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,06-05-2026 22:00,0.5
2896,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,06-05-2026 23:00,0.5
2897,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,07-05-2026 00:00,0.5
2898,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,07-05-2026 01:00,1
2899,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,07-05-2026 04:00,0.5
2900,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,07-05-2026 11:00,0.5
2901,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,09-05-2026 10:00,0.5
2902,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,22-05-2026 05:00,0.5
2903,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,22-05-2026 09:00,0.5
2904,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,23-05-2026 05:00,0.5
2905,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,08-06-2026 18:00,0.5
2906,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,14-06-2026 10:00,0.5
2907,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,19-06-2026 02:00,0.5
2908,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,19-06-2026 15:00,0.5
2909,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,20-06-2026 09:00,0.5
2910,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,20-06-2026 20:00,0.5
2911,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,21-06-2026 00:00,0.5
2912,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,21-06-2026 01:00,0.5
2913,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,21-06-2026 02:00,0.5
2914,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,21-06-2026 03:00,2.5
2915,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,21-06-2026 04:00,1.5
2916,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,21-06-2026 05:00,1
2917,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,21-06-2026 06:00,0.5
2918,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,21-06-2026 07:00,0.5
2919,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,21-06-2026 08:00,1.5
2920,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,26-06-2026 19:00,0.5
2921,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,26-06-2026 20:00,1.5
2922,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,26-06-2026 21:00,0.5
2923,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,18-07-2026 18:00,1
2924,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,18-07-2026 21:00,1
2925,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,18-07-2026 22:00,0.5
2926,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,19-07-2026 04:00,0.5
2927,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,04-08-2026 17:00,0.5
2928,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,04-08-2026 20:00,0.5
2929,PABR Dam_1,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,-,-,-,-,-,-,-,-,-,14.79000000,77.31000000,08-08-2026 05:00,0.5
2930,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,09-01-2026 23:00,1
2931,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,10-01-2026 16:00,2
2932,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,10-01-2026 17:00,1
2933,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,10-01-2026 18:00,0.5
2934,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,11-01-2026 21:00,0.5
2935,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,11-01-2026 22:00,0.5
2936,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,25-01-2026 21:00,1
2937,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,25-01-2026 22:00,1.5
2938,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,25-01-2026 23:00,1.5
2939,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,26-01-2026 00:00,0.5
2940,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,26-01-2026 01:00,0.5
2941,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,26-01-2026 02:00,1
2942,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,26-01-2026 03:00,1
2943,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,26-01-2026 06:00,1
2944,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,18-03-2026 23:00,13
2945,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,19-03-2026 00:00,1
2946,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,19-03-2026 01:00,2
2947,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,19-03-2026 02:00,0.5
2948,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,06-04-2026 05:00,0.5
2949,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,30-04-2026 15:00,8
2950,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,30-04-2026 15:00,8
2951,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,30-04-2026 16:00,0.5
2952,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,02-05-2026 17:00,1
2953,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,03-05-2026 16:00,0.5
2954,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,03-05-2026 17:00,4.5
2955,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,05-05-2026 01:00,19.5
2956,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,05-05-2026 02:00,0.5
2957,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,05-05-2026 03:00,2
2958,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,06-05-2026 16:00,5
2959,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,06-05-2026 17:00,0.5
2960,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,07-05-2026 17:00,0.5
2961,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,07-05-2026 18:00,1.5
2962,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,08-05-2026 13:00,7
2963,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,08-05-2026 14:00,1
2964,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,09-05-2026 14:00,2
2965,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,09-05-2026 15:00,1
2966,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,18-05-2026 22:00,42
2967,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,18-05-2026 23:00,0.5
2968,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,19-05-2026 17:00,17
2969,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,19-05-2026 18:00,1.5
2970,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,23-05-2026 09:00,0.5
2971,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,23-05-2026 10:00,0.5
2972,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,23-05-2026 11:00,1.5
2973,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,29-05-2026 04:00,5.5
2974,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,30-05-2026 14:00,0.5
2975,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,31-05-2026 18:00,1.5
2976,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,31-05-2026 19:00,5.5
2977,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,01-06-2026 14:00,8.5
2978,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,01-06-2026 15:00,11.5
2979,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,01-06-2026 18:00,0.5
2980,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,02-06-2026 18:00,4.5
2981,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,02-06-2026 20:00,1
2982,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,03-06-2026 20:00,0.5
2983,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,04-06-2026 00:00,1
2984,Papavinashanam,Andhra Pradesh SW,28,Andhra Pradesh,752,Tirupathi,-,-,-,-,-,-,-,-,-,13.72000000,79.34000000,07-06-2026 21:00,9.5
2985,Pedderu_1,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.89000000,78.38000000,12-01-2026 03:00,0.5
2986,Pedderu_1,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.89000000,78.38000000,26-01-2026 06:00,2.5
2987,Pedderu_1,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.89000000,78.38000000,11-02-2026 18:00,256
2988,Pedderu_1,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.89000000,78.38000000,20-02-2026 16:00,71
2989,Pedderu_1,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.89000000,78.38000000,18-03-2026 19:00,2
2990,Pedderu_1,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.89000000,78.38000000,29-04-2026 19:00,15
2991,Pedderu_1,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.89000000,78.38000000,29-04-2026 19:00,15
2992,Pedderu_1,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.89000000,78.38000000,29-04-2026 20:00,2.5
2993,Pedderu_1,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.89000000,78.38000000,29-04-2026 20:00,2.5
2994,Pedderu_1,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.89000000,78.38000000,01-05-2026 00:00,4.5
2995,Pedderu_1,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.89000000,78.38000000,01-05-2026 00:00,4.5
2996,Pedderu_1,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.89000000,78.38000000,01-05-2026 01:00,7.5
2997,Pedderu_1,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.89000000,78.38000000,01-05-2026 01:00,7.5
2998,Pedderu_1,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.89000000,78.38000000,01-05-2026 02:00,5.5
2999,Pedderu_1,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.89000000,78.38000000,01-05-2026 02:00,5.5
3000,Pedderu_1,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.89000000,78.38000000,01-05-2026 03:00,3.5
3001,Pedderu_1,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.89000000,78.38000000,01-05-2026 03:00,3.5
3002,Pedderu_1,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.89000000,78.38000000,01-05-2026 04:00,2
3003,Pedderu_1,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.89000000,78.38000000,01-05-2026 04:00,2
3004,Pedderu_1,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.89000000,78.38000000,01-05-2026 05:00,1.5
3005,Pedderu_1,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.89000000,78.38000000,01-05-2026 05:00,1.5
3006,Pedderu_1,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.89000000,78.38000000,01-05-2026 06:00,1
3007,Pedderu_1,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,-,-,-,-,-,-,-,-,-,13.89000000,78.38000000,01-05-2026 06:00,1
